,albid,artid,category,pid,prev_albid,prev_artid,prev_traid,prev_year,traid,userid,year
1948459,140,114,12,721,86,72,153,15,1489,581,24
2407873,2652,1364,12,721,140,114,1489,24,4410,581,36
2867287,1226,488,12,721,2652,1364,4410,36,1573,581,23
3326701,1925,1028,12,721,1226,488,1573,23,2703,581,47
3786115,454,212,12,721,1925,1028,2703,47,517,581,33
4245529,265,209,12,721,454,212,517,33,292,581,6
203752,3005,1441,12,721,265,209,292,6,4411,581,20
663166,2973,423,12,721,3005,1441,4411,20,4412,581,20
75757,3006,207,4,722,3452,1710,5072,58,4413,582,2
535171,3007,274,4,722,3006,207,4413,2,4414,582,28
170529,983,615,4,722,3007,274,4414,28,1227,582,16
629943,1456,459,4,722,983,615,1227,16,2834,582,58
258985,2140,1134,4,722,1456,459,2834,58,3041,582,35
718399,3008,1511,4,722,2140,1134,3041,35,4415,582,15
334779,2106,1091,4,722,3008,1511,4415,15,4416,582,58
391116,2994,549,4,722,2106,1091,4416,58,4417,582,6
850530,3009,1512,4,722,2994,549,4417,6,4418,582,20
1309944,0,0,4,722,3009,1512,4418,20,0,582,0
1769358,3010,257,4,722,0,0,0,0,4419,582,35
52180,3011,85,1,723,3452,1710,5072,58,4420,583,20
511594,652,53,1,723,3011,85,4420,20,1805,583,16
147859,2216,746,1,723,652,53,1805,16,3166,583,35
607273,3012,955,1,723,2216,746,3166,35,4421,583,35
1066687,536,377,1,723,3012,955,4421,35,4045,583,38
1526101,208,16,1,723,536,377,4045,38,295,583,24
1985515,0,0,1,723,208,16,295,24,0,583,0
2444929,3013,1416,1,723,0,0,0,0,4422,583,36
238023,3014,322,1,723,3013,1416,4422,36,4423,583,7
317275,3015,85,1,723,3014,322,4423,7,4424,583,20
776689,1517,622,1,723,3015,85,4424,20,2026,583,30
1236103,3015,85,1,723,1517,622,2026,30,4425,583,20
37453,0,0,0,724,3452,1710,5072,58,0,584,0
496867,574,72,0,724,0,0,0,0,682,584,12
956281,53,43,0,724,574,72,682,12,357,584,7
133658,320,249,0,724,53,43,357,7,4426,584,12
224831,3016,250,0,724,320,249,4426,12,4427,584,7
684245,165,76,0,724,3016,250,4427,7,3681,584,24
1143659,96,81,0,724,165,76,3681,24,658,584,58
1603073,588,401,0,724,96,81,658,58,4428,584,24
2062487,140,114,0,724,588,401,4428,24,4429,584,24
2521901,652,53,0,724,140,114,4429,24,1805,584,16
2981315,1251,156,0,724,652,53,1805,16,4361,584,30
3440729,3017,1513,0,724,1251,156,4361,30,4430,584,7
306274,1029,521,0,724,3017,1513,4430,7,4431,584,35
765688,392,280,0,724,1029,521,4431,35,4432,584,30
1225102,3018,1238,0,724,392,280,4432,30,4433,584,36
1684516,2267,1169,0,724,3018,1238,4433,36,4224,584,35
2143930,1246,746,0,724,2267,1169,4224,35,2055,584,38
2603344,2301,1073,0,724,1246,746,2055,38,3314,584,35
3062758,1151,696,0,724,2301,1073,3314,35,4434,584,33
6645,565,388,0,725,3452,1710,5072,58,2624,585,32
466059,1297,352,0,725,565,388,2624,32,4435,585,58
925473,3019,320,0,725,1297,352,4435,58,4436,585,58
1384887,3020,1477,0,725,3019,320,4436,58,4437,585,20
1844301,1233,399,0,725,3020,1477,4437,20,1582,585,58
2303715,3021,492,0,725,1233,399,1582,58,4438,585,58
2763129,258,205,0,725,3021,492,4438,58,4140,585,10
3222543,0,0,0,725,258,205,4140,10,0,585,0
103971,3022,650,0,725,0,0,0,0,4439,585,38
563385,3023,929,0,725,3022,650,4439,38,4440,585,15
1022799,3024,405,0,725,3023,929,4440,15,4441,585,40
1482213,3025,1514,0,725,3024,405,4441,40,4442,585,38
197436,2935,506,0,725,3025,1514,4442,38,4303,585,45
283349,3026,71,0,725,2935,506,4303,45,4443,585,20
354604,3027,1515,0,725,3026,71,4443,20,4444,585,24
814018,1428,823,0,725,3027,1515,4444,24,1876,585,58
40567,0,0,12,726,3452,1710,5072,58,0,586,0
499981,2301,1073,12,726,0,0,0,0,3314,586,35
136661,2492,1280,12,726,2301,1073,3314,35,3601,586,35
227608,2460,762,12,726,2492,1280,3601,35,3553,586,15
687022,2515,229,12,726,2460,762,3553,15,3639,586,35
308594,3028,490,12,726,2515,229,3639,35,4445,586,6
768008,3029,734,12,726,3028,490,4445,6,4446,586,33
67303,590,50,12,727,3452,1710,5072,58,703,577,58
526717,3030,801,12,727,590,50,703,58,4447,577,11
986131,717,211,12,727,3030,801,4447,11,3266,577,58
1445545,0,0,12,727,717,211,3266,58,0,577,0
1904959,3031,1516,12,727,0,0,0,0,4448,577,30
2364373,528,374,12,727,3031,1516,4448,30,4449,577,11
2823787,3032,801,12,727,528,374,4449,11,4450,577,58
3283201,3033,1517,12,727,3032,801,4450,58,4451,577,58
162399,1240,742,12,727,3033,1517,4451,58,4452,577,58
251448,528,374,12,727,1240,742,4452,58,4453,577,11
710862,3034,519,12,727,528,374,4453,11,4454,577,30
328517,220,45,12,727,3034,519,4454,30,244,577,15
787931,1240,742,12,727,220,45,244,15,4455,577,58
49974,3035,1118,0,728,3452,1710,5072,58,4456,587,30
509388,1928,1030,0,728,3035,1118,4456,30,4457,587,25
968802,1087,423,0,728,1928,1030,4457,25,1969,587,9
1428216,3036,685,0,728,1087,423,1969,9,4458,587,45
1887630,1460,580,0,728,3036,685,4458,45,4459,587,6
145719,1707,64,0,728,1460,580,4459,6,2330,587,58
44322,3037,341,0,729,3452,1710,5072,58,4460,588,5
503736,261,206,0,729,3037,341,4460,5,288,588,29
963150,1707,64,0,729,261,206,288,29,2330,588,58
140281,2894,1462,0,729,1707,64,2330,58,4244,588,14
599695,3038,1518,0,729,2894,1462,4244,14,4461,588,14
1059109,3039,332,0,729,3038,1518,4461,14,4462,588,5
230975,3040,1519,0,729,3039,332,4462,5,4463,588,14
690389,0,0,0,729,3040,1519,4463,14,0,588,0
1149803,1267,754,0,729,0,0,0,0,1637,588,28
311400,2499,1282,0,729,1267,754,1637,28,3611,588,1
770814,2248,1041,0,729,2499,1282,3611,1,3217,588,1
1230228,1203,50,0,729,2248,1041,3217,1,1536,588,5
1689642,1936,1035,0,729,1203,50,1536,5,3402,588,14
2149056,259,11,0,729,1936,1035,3402,14,286,588,31
78207,1511,280,0,730,3452,1710,5072,58,2716,589,36
537621,1388,385,0,730,1511,280,2716,36,1807,589,36
997035,1357,588,0,730,1388,385,1807,36,1760,589,15
1456449,2352,35,0,730,1357,588,1760,15,3393,589,19
1915863,1021,459,0,730,2352,35,3393,19,1278,589,15
2375277,171,101,0,730,1021,459,1278,15,950,589,58
172887,2898,549,0,730,171,101,950,58,4251,589,36
632301,206,166,0,730,2898,549,4251,36,2855,589,27
1091715,171,101,0,730,206,166,2855,27,190,589,58
261152,3041,166,0,730,171,101,190,58,4464,589,38
336603,414,29,0,730,3041,166,4464,38,469,589,11
796017,126,101,0,730,414,29,469,11,4465,589,58
392393,0,0,0,730,126,101,4465,58,0,589,0
41687,38,31,1,731,3452,1710,5072,58,38,590,18
501101,3042,1520,1,731,38,31,38,18,4466,590,58
960515,3043,668,1,731,3042,1520,4466,58,4467,590,25
137741,1403,303,1,731,3043,668,4467,25,1829,590,22
597155,710,468,1,731,1403,303,1829,22,850,590,23
228616,1925,1028,1,731,710,468,850,23,2703,590,47
688030,1922,1027,1,731,1925,1028,2703,47,2699,590,58
309417,1473,538,1,731,1922,1027,2699,58,2529,590,18
768831,43,36,1,731,1473,538,2529,18,4468,590,58
373119,1397,492,1,731,43,36,4468,58,1817,590,28
832533,0,0,1,731,1397,492,1817,28,0,590,0
1291947,374,275,1,731,0,0,0,0,1158,590,22
1751361,1928,1030,1,731,374,275,1158,22,4457,590,25
2210775,2679,1381,1,731,1928,1030,4457,25,4469,590,36
2670189,312,41,1,731,2679,1381,4469,36,1425,590,18
3129603,3044,871,1,731,312,41,1425,18,4470,590,6
3589017,3045,358,1,731,3044,871,4470,6,4471,590,19
4048431,2469,668,1,731,3045,358,4471,19,4472,590,25
4507845,88,74,1,731,2469,668,4472,25,800,590,58
65268,0,0,12,732,3452,1710,5072,58,0,591,0
524682,3046,1521,12,732,0,0,0,0,4473,591,58
984096,3047,1522,12,732,3046,1521,4473,58,4474,591,6
160442,3048,1523,12,732,3047,1522,4474,6,4475,591,35
249642,2980,1502,12,732,3048,1523,4475,35,4476,591,20
709056,3049,1524,12,732,2980,1502,4476,20,4477,591,6
327015,3050,1525,12,732,3049,1524,4477,6,4478,591,58
385643,3051,1526,12,732,3050,1525,4478,58,4479,591,9
845057,945,591,12,732,3051,1526,4479,9,4480,591,16
422888,2704,1340,12,732,945,591,4480,16,3947,591,20
72024,505,156,12,733,3452,1710,5072,58,946,592,16
166940,805,521,12,733,505,156,946,16,4481,592,21
626354,63,53,12,733,805,521,4481,21,1153,592,30
1085768,3052,482,12,733,63,53,1153,30,4482,592,9
255673,3053,1527,12,733,3052,482,4482,9,4483,592,36
332043,0,0,12,733,3053,1527,4483,36,0,592,0
389190,727,478,12,733,0,0,0,0,870,592,30
424961,421,306,12,733,727,478,870,30,4484,592,21
443771,1892,594,12,733,421,306,4484,21,2638,592,58
903185,407,298,12,733,1892,594,2638,58,4485,592,24
96303,0,0,0,734,3452,1710,5072,58,0,593,0
190327,3054,1446,0,734,0,0,0,0,4486,593,6
277300,554,385,0,734,3054,1446,4486,6,657,593,12
736714,3055,124,0,734,554,385,657,12,4487,593,35
1196128,472,107,0,734,3055,124,4487,35,1228,593,58
1655542,1021,459,0,734,472,107,1228,58,1278,593,15
2114956,3056,1528,0,734,1021,459,1278,15,4488,593,35
350117,163,72,0,734,3056,1528,4488,35,839,593,12
69263,3057,1078,0,735,3452,1710,5072,58,4489,222,22
528677,2772,1419,0,735,3057,1078,4489,22,4490,222,50
988091,3058,332,0,735,2772,1419,4490,50,4491,222,27
1447505,3059,70,0,735,3058,332,4491,27,4492,222,6
1906919,3060,1280,0,735,3059,70,4492,6,4493,222,6
2366333,3061,580,0,735,3060,1280,4493,6,4494,222,6
2825747,646,438,0,735,3061,580,4494,6,814,222,8
164285,1412,817,0,735,646,438,814,8,1940,222,25
623699,1037,358,0,735,1412,817,1940,25,4495,222,47
1083113,0,0,0,735,1037,358,4495,47,0,222,0
1542527,63,53,0,735,0,0,0,0,1463,222,16
253195,2146,814,0,735,63,53,1463,16,3048,222,58
329971,3062,621,0,735,2146,814,3048,58,4496,222,31
789385,3063,1398,0,735,3062,621,4496,31,4497,222,20
387709,2793,1431,0,735,3063,1398,4497,20,4498,222,6
2371,1721,862,6,736,3452,1710,5072,58,2350,594,36
461785,1851,107,6,736,1721,862,2350,36,2569,594,58
99842,2400,434,6,736,1851,107,2569,58,4499,594,22
559256,574,72,6,736,2400,434,4499,22,685,594,15
1018670,699,2,6,736,574,72,685,15,835,594,8
1478084,3064,1529,6,736,699,2,835,8,4500,594,38
1937498,3065,1530,6,736,3064,1529,4500,38,4501,594,58
2396912,3066,1419,6,736,3065,1530,4501,58,4502,594,6
2856326,838,275,6,736,3066,1419,4502,6,1014,594,45
193654,422,43,6,736,838,275,1014,45,1979,594,13
653068,2301,1073,6,736,422,43,1979,13,3314,594,35
1112482,0,0,6,736,2301,1073,3314,35,0,594,0
1571896,704,211,6,736,0,0,0,0,2300,594,15
280193,1403,303,6,736,704,211,2300,15,3563,594,22
21036,3067,434,1,737,3452,1710,5072,58,4503,177,43
480450,751,326,1,737,3067,434,4503,43,4504,177,58
939864,772,503,1,737,751,326,4504,58,4505,177,18
117844,260,41,1,737,772,503,4505,18,287,177,22
210252,362,265,1,737,260,41,287,22,2817,177,32
294045,3068,1531,1,737,362,265,2817,32,4506,177,58
362232,1062,656,1,737,3068,1531,4506,58,4181,177,49
821646,1708,64,1,737,1062,656,4181,49,4507,177,58
1281060,472,107,1,737,1708,64,4507,58,1228,177,58
1740474,721,23,1,737,472,107,1228,58,863,177,28
2199888,261,206,1,737,721,23,863,28,288,177,29
409122,3069,210,1,737,261,206,288,29,4508,177,5
435947,2247,5,1,737,3069,210,4508,5,3216,177,58
895361,46,39,1,737,2247,5,3216,58,4509,177,5
449036,0,0,1,737,46,39,4509,5,0,177,0
908450,13,10,1,737,0,0,0,0,4510,177,58
454636,209,170,1,737,13,10,4510,58,4511,177,12
914050,3070,444,1,737,209,170,4511,12,4512,177,7
1373464,174,138,1,737,3070,444,4512,7,193,177,58
456987,147,120,1,737,174,138,193,58,171,177,11
916401,1158,188,1,737,147,120,171,11,1471,177,6
458101,1774,625,1,737,1158,188,1471,6,2448,177,36
917515,1460,580,1,737,1774,625,2448,36,4459,177,6
1376929,2515,229,1,737,1460,580,4459,6,3639,177,35
1836343,2982,652,1,737,2515,229,3639,35,4513,177,6
69496,3071,382,0,738,3452,1710,5072,58,4514,595,6
164508,3072,1313,0,738,3071,382,4514,6,4515,595,20
623922,328,59,0,738,3072,1313,4515,20,471,595,2
1083336,3073,932,0,738,328,59,471,2,4516,595,36
253397,800,517,0,738,3073,932,4516,36,968,595,17
330144,531,0,0,738,800,517,968,17,605,595,34
387834,2519,1293,0,738,531,0,605,34,4517,595,20
847248,2972,901,0,738,2519,1293,4517,20,4518,595,6
1306662,1955,319,0,738,2972,901,4518,6,2751,595,38
424165,2980,1502,0,738,1955,319,2751,38,4519,595,20
883579,2940,1484,0,738,2980,1502,4519,20,4520,595,58
443370,0,0,0,738,2940,1484,4520,58,0,595,0
69606,3074,1532,0,739,3452,1710,5072,58,4521,596,6
529020,3055,124,0,739,3074,1532,4521,6,4487,596,35
988434,3004,1097,0,739,3055,124,4487,35,4522,596,6
1447848,3075,1310,0,739,3004,1097,4522,6,4523,596,20
1907262,2619,1346,0,739,3075,1310,4523,20,4524,596,35
2366676,3076,1533,0,739,2619,1346,4524,35,4525,596,6
2826090,3077,1147,0,739,3076,1533,4525,6,4526,596,6
164613,3078,1534,0,739,3077,1147,4526,6,4527,596,58
624027,3079,1535,0,739,3078,1534,4527,58,4528,596,6
253499,147,120,0,739,3079,1535,4528,6,171,596,11
712913,0,0,0,739,147,120,171,11,0,596,0
1172327,1716,55,0,739,0,0,0,0,2343,596,7
1631741,1348,352,0,739,1716,55,2343,7,2496,596,58
2091155,331,53,0,739,1348,352,2496,58,1326,596,30
2550569,2989,963,0,739,331,53,1326,30,4529,596,20
35303,0,0,0,740,3452,1710,5072,58,0,597,0
131605,806,23,0,740,0,0,0,0,974,597,28
222924,822,59,0,740,806,23,974,28,2922,597,12
304708,910,474,0,740,822,59,2922,12,1121,597,41
764122,3080,1026,0,740,910,474,1121,41,4530,597,58
1223536,1412,817,0,740,3080,1026,4530,58,1940,597,25
369835,2344,1083,0,740,1412,817,1940,25,3383,597,19
829249,3081,352,0,740,2344,1083,3383,19,4531,597,42
1288663,3082,104,0,740,3081,352,4531,42,4532,597,29
1748077,1925,1028,0,740,3082,104,4532,29,3432,597,47
413593,1922,1027,0,740,1925,1028,3432,47,2699,597,58
89838,3083,813,12,741,3452,1710,5072,58,4533,598,6
184092,121,96,12,741,3083,813,4533,6,4534,598,24
643506,3084,1536,12,741,121,96,4534,24,4535,598,35
1102920,3085,976,12,741,3084,1536,4535,35,4536,598,58
271495,1007,625,12,741,3085,976,4536,58,1462,598,58
730909,2597,229,12,741,1007,625,1462,58,4537,598,20
1190323,0,0,12,741,2597,229,4537,20,0,598,0
345241,2827,299,12,741,0,0,0,0,4538,598,58
84559,1543,870,12,742,3452,1710,5072,58,4539,599,58
543973,773,30,12,742,1543,870,4539,58,4540,599,51
1003387,3086,1537,12,742,773,30,4540,51,4541,599,20
179000,229,180,12,742,3086,1537,4541,20,254,599,16
638414,296,231,12,742,229,180,254,16,327,599,11
1097828,699,2,12,742,296,231,327,11,835,599,8
1557242,2222,124,12,742,699,2,835,8,4542,599,35
2016656,3087,1538,12,742,2222,124,4542,35,4543,599,6
266821,1049,30,12,742,3087,1538,4543,6,1322,599,34
726235,1383,352,12,742,1049,30,1322,34,1799,599,58
1185649,2146,814,12,742,1383,352,1799,58,4544,599,35
341377,3088,30,12,742,2146,814,4544,35,4545,599,58
800791,132,107,12,742,3088,30,4545,58,139,599,17
1260205,773,30,12,742,132,107,139,17,4540,599,51
1719619,0,0,12,742,773,30,4540,51,0,599,0
2179033,369,188,12,742,0,0,0,0,4546,599,24
2638447,3089,1439,12,742,369,188,4546,24,4547,599,27
73917,1618,283,5,743,3452,1710,5072,58,4548,600,16
533331,2767,1300,5,743,1618,283,4548,16,4046,600,38
168758,8,5,5,743,2767,1300,4046,38,1284,600,58
257355,350,45,5,743,8,5,1284,58,395,600,24
333426,0,0,5,743,350,45,395,24,0,600,0
390143,154,65,5,743,0,0,0,0,2499,600,11
849557,1397,492,5,743,154,65,2499,11,1817,600,28
1308971,3090,1539,5,743,1397,492,1817,28,4549,600,20
425517,1685,405,5,743,3090,1539,4549,20,4550,600,40
884931,2020,1073,5,743,1685,405,4550,40,3517,600,35
81859,0,0,12,744,3452,1710,5072,58,0,601,0
541273,1213,138,12,744,0,0,0,0,1554,601,58
176400,3091,494,12,744,1213,138,1554,58,4551,601,6
635814,3092,1540,12,744,3091,494,4551,6,4552,601,6
1095228,3093,1541,12,744,3092,1540,4552,6,4553,601,11
1554642,1793,34,12,744,3093,1541,4553,11,4554,601,58
264399,2985,1280,12,744,1793,34,4554,58,4555,601,6
723813,82,68,12,744,2985,1280,4555,6,84,601,7
1183227,3028,490,12,744,82,68,84,7,4556,601,6
1642641,3094,948,12,744,3028,490,4556,6,4557,601,15
2102055,3095,1037,12,744,3094,948,4557,15,4558,601,58
2561469,1165,115,12,744,3095,1037,4558,58,2888,601,15
339359,3096,1542,12,744,1165,115,2888,15,4559,601,6
798773,3097,1543,12,744,3096,1542,4559,6,4560,601,6
1258187,3071,382,12,744,3097,1543,4560,6,4514,601,6
394373,387,286,12,744,3071,382,4514,6,4561,601,30
43899,3098,1544,12,745,3452,1710,5072,58,4562,602,27
139876,3099,1545,12,745,3098,1544,4562,27,4563,602,58
599290,3100,1546,12,745,3099,1545,4563,58,4564,602,31
1058704,1066,175,12,745,3100,1546,4564,31,4565,602,2
230597,100,11,12,745,1066,175,4565,2,4566,602,5
311092,3101,1547,12,745,100,11,4566,5,4567,602,58
374293,0,0,12,745,3101,1547,4567,58,0,602,0
833707,3102,1548,12,745,0,0,0,0,4568,602,58
20878,136,111,1,746,3452,1710,5072,58,1840,603,58
480292,3103,121,1,746,136,111,1840,58,4569,603,58
117693,0,0,1,746,3103,121,4569,58,0,603,0
210113,3104,1549,1,746,0,0,0,0,4570,603,36
669527,3105,271,1,746,3104,1549,4570,36,4571,603,26
293928,3106,1550,1,746,3105,271,4571,26,4572,603,2
753342,3107,1551,1,746,3106,1550,4572,2,4573,603,15
362142,2247,5,1,746,3107,1551,4573,15,3216,603,58
409076,1355,795,1,746,2247,5,3216,58,4574,603,31
435929,170,120,1,746,1355,795,4574,31,4575,603,15
895343,3108,1552,1,746,170,120,4575,15,4576,603,27
1354757,2075,1099,1,746,3108,1552,4576,27,4577,603,36
96117,3109,732,3,747,3452,1710,5072,58,4578,604,35
190147,3110,1553,3,747,3109,732,4578,35,4579,604,35
277131,203,166,3,747,3110,1553,4579,35,4580,604,16
736545,1029,521,3,747,203,166,4580,16,4431,604,35
349972,3111,1146,3,747,1029,521,4431,35,4581,604,20
401865,2597,229,3,747,3111,1146,4581,20,4582,604,20
432331,3112,1554,3,747,2597,229,4582,20,4583,604,58
447405,3113,1555,3,747,3112,1554,4583,58,4584,604,6
906819,3114,1556,3,747,3113,1555,4584,6,4585,604,6
453955,2618,1345,3,747,3114,1556,4585,6,4586,604,35
456674,3115,1557,3,747,2618,1345,4586,35,4587,604,38
916088,3116,11,3,747,3115,1557,4587,38,4588,604,8
1375502,1786,976,3,747,3116,11,4588,8,4589,604,36
457946,0,0,3,747,1786,976,4589,36,0,604,0
458590,2044,512,3,747,0,0,0,0,2891,604,35
458959,3117,1558,3,747,2044,512,2891,35,4590,604,20
459170,2835,1037,3,747,3117,1558,4590,20,4135,604,6
459288,3118,1559,3,747,2835,1037,4135,6,4591,604,6
77148,349,197,4,748,3452,1710,5072,58,4592,605,11
536562,341,146,4,748,349,197,4592,11,855,605,21
995976,217,172,4,748,341,146,855,21,1868,605,13
1455390,1815,22,4,748,217,172,1868,13,2513,605,12
1914804,0,0,4,748,1815,22,2513,12,0,605,0
2374218,325,211,4,748,0,0,0,0,1595,605,58
2833632,3119,172,4,748,325,211,1595,58,4593,605,13
3293046,717,211,4,748,3119,172,4593,13,3266,605,58
3752460,325,211,4,748,717,211,3266,58,4594,605,58
4211874,2381,146,4,748,325,211,4594,58,4595,605,21
4671288,3120,197,4,748,2381,146,4595,21,4596,605,11
5130702,217,172,4,748,3120,197,4596,11,4597,605,7
5590116,1235,22,4,748,217,172,4597,7,1585,605,12
6049530,378,26,4,748,1235,22,1585,12,4598,605,21
94128,2518,874,12,749,3452,1710,5072,58,3642,606,35
553542,3121,1364,12,749,2518,874,3642,35,4599,606,20
1012956,3122,1039,12,749,3121,1364,4599,20,4600,606,6
1472370,0,0,12,749,3122,1039,4600,6,0,606,0
1931784,700,401,12,749,0,0,0,0,836,606,24
188236,882,401,12,749,700,401,836,24,1077,606,24
647650,3123,1364,12,749,882,401,1077,24,4601,606,27
1107064,1947,1039,12,749,3123,1364,4601,27,2740,606,30
1566478,1673,927,12,749,1947,1039,2740,30,2276,606,58
2025892,3124,1039,12,749,1673,927,2276,58,4602,606,6
275340,1947,1039,12,749,3124,1039,4602,6,4603,606,30
734754,3125,95,12,749,1947,1039,4603,30,4604,606,36
6828,700,401,12,750,3452,1710,5072,58,836,606,24
466242,1947,1039,12,750,700,401,836,24,2740,606,30
925656,0,0,12,750,1947,1039,2740,30,0,606,0
1385070,677,53,12,750,0,0,0,0,811,606,9
1844484,1947,1039,12,750,677,53,811,9,4603,606,30
2303898,1946,927,12,750,1947,1039,4603,30,4605,606,58
2763312,3126,1560,12,750,1946,927,4605,58,4606,606,24
3222726,882,401,12,750,3126,1560,4606,24,1077,606,24
3682140,1660,146,12,750,882,401,1077,24,4607,606,11
4141554,1673,927,12,750,1660,146,4607,11,2276,606,58
104146,2641,1049,12,750,1673,927,2276,58,4608,606,58
563560,588,401,12,750,2641,1049,4608,58,700,606,24
1022974,3127,1183,12,750,588,401,700,24,4609,606,36
82775,1357,588,0,751,3452,1710,5072,58,1760,607,15
542189,646,438,0,751,1357,588,1760,15,814,607,8
1001603,765,213,0,751,646,438,814,8,3440,607,2
1461017,3128,848,0,751,765,213,3440,2,4610,607,25
177284,3129,522,0,751,3128,848,4610,25,4611,607,20
265236,1441,16,0,751,3129,522,4611,20,1895,607,7
340039,0,0,0,751,1441,16,1895,7,0,607,0
394858,1922,1027,0,751,0,0,0,0,2699,607,58
854272,1428,823,0,751,1922,1027,2699,58,2671,607,58
428226,2256,1182,0,751,1428,823,2671,58,4612,607,10
85163,2983,499,12,752,3452,1710,5072,58,4613,608,6
179587,3130,24,12,752,2983,499,4613,6,4614,608,6
267357,134,109,12,752,3130,24,4614,6,2092,608,21
341821,568,390,12,752,134,109,2092,21,4615,608,58
396119,3131,55,12,752,568,390,4615,58,4616,608,13
855533,3132,1561,12,752,3131,55,4616,13,4617,608,58
428946,0,0,12,752,3132,1561,4617,58,0,608,0
888360,3133,1562,12,752,0,0,0,0,4618,608,58
1347774,2397,964,12,752,3133,1562,4618,58,3452,608,40
1807188,171,101,12,752,2397,964,3452,40,4619,608,58
56297,0,0,0,753,3452,1710,5072,58,0,609,0
515711,3134,225,0,753,0,0,0,0,4620,609,24
151823,1525,863,0,753,3134,225,4620,24,4621,609,36
611237,300,234,0,753,1525,863,4621,36,4622,609,11
1070651,3135,1563,0,753,300,234,4622,11,4623,609,58
1530065,1525,863,0,753,3135,1563,4623,58,4621,609,36
1989479,652,53,0,753,1525,863,4621,36,1805,609,16
241690,300,234,0,753,652,53,1805,16,4624,609,11
71138,3136,1564,5,754,3452,1710,5072,58,4625,610,6
166084,2620,1347,5,754,3136,1564,4625,6,4626,610,35
625498,876,19,5,754,2620,1347,4626,35,1568,610,7
1084912,3137,90,5,754,876,19,1568,7,4627,610,27
254875,2293,1069,5,754,3137,90,4627,27,3300,610,35
331383,2823,1439,5,754,2293,1069,3300,35,4628,610,20
790797,0,0,5,754,2823,1439,4628,20,0,610,0
388706,3138,1249,5,754,0,0,0,0,4629,610,58
23306,3138,1249,2,755,3452,1710,5072,58,4630,610,58
482720,2618,1345,2,755,3138,1249,4630,58,4631,610,35
942134,1108,677,2,755,2618,1345,4631,35,2349,610,38
1401548,1887,90,2,755,1108,677,2349,38,4632,610,35
120048,2661,1368,2,755,1887,90,4632,35,4633,610,20
212288,2075,1099,2,755,2661,1368,4633,20,3134,610,36
671702,44,37,2,755,2075,1099,3134,36,44,610,9
1131116,0,0,2,755,44,37,44,9,0,610,0
1590530,430,313,2,755,0,0,0,0,4634,610,16
2049944,3139,1367,2,755,430,313,4634,16,4635,610,58
295727,31,24,2,755,3139,1367,4635,58,31,610,15
755141,3140,1347,2,755,31,24,31,15,4636,610,38
43859,3141,358,0,756,3452,1710,5072,58,4637,611,43
139838,3142,1565,0,756,3141,358,4637,43,4638,611,5
230561,1708,64,0,756,3142,1565,4638,5,2331,611,6
689975,3143,332,0,756,1708,64,2331,6,4639,611,58
1149389,3144,1566,0,756,3143,332,4639,58,4640,611,35
1608803,0,0,0,756,3144,1566,4640,35,0,611,0
42222,3145,1091,0,757,3452,1710,5072,58,4641,612,28
501636,2660,1367,0,757,3145,1091,4641,28,4642,612,20
961050,3084,1536,0,757,2660,1367,4642,20,4643,612,6
1420464,3146,382,0,757,3084,1536,4643,6,4644,612,27
138262,3147,1567,0,757,3146,382,4644,27,4645,612,58
597676,3148,1568,0,757,3147,1567,4645,58,4646,612,27
229095,3149,1569,0,757,3148,1568,4646,27,4647,612,27
309825,3150,1570,0,757,3149,1569,4647,27,4648,612,27
769239,1834,138,0,757,3150,1570,4648,27,2540,612,58
373416,0,0,0,757,1834,138,2540,58,0,612,0
832830,3151,745,0,757,0,0,0,0,4649,612,34
66315,3152,1571,12,758,3452,1710,5072,58,4650,577,3
525729,3153,1572,12,758,3152,1571,4650,3,4651,577,36
985143,3154,1573,12,758,3153,1572,4651,36,4652,577,58
161445,63,53,12,758,3154,1573,4652,58,263,577,7
250566,3155,96,12,758,63,53,263,7,4653,577,35
709980,0,0,12,758,3155,96,4653,35,0,577,0
327776,3156,1043,12,758,0,0,0,0,4654,577,0
787190,339,257,12,758,3156,1043,4654,0,382,577,58
1246604,56,46,12,758,339,257,382,58,58,577,16
1706018,3157,61,12,758,56,46,58,16,4655,577,58
2165432,3158,1574,12,758,3157,61,4655,58,4656,577,27
92887,3159,1575,1,759,3452,1710,5072,58,4657,613,22
552301,734,41,1,759,3159,1575,4657,22,928,613,18
1011715,642,434,1,759,734,41,928,18,4658,613,43
187040,3160,18,1,759,642,434,4658,43,4659,613,27
646454,3161,1576,1,759,3160,18,4659,27,4660,613,58
1105868,3162,1298,1,759,3161,1576,4660,58,4661,613,47
1565282,3055,124,1,759,3162,1298,4661,47,4487,613,35
2024696,1158,188,1,759,3055,124,4487,35,2254,613,36
2484110,213,95,1,759,1158,188,2254,36,237,613,13
274217,0,0,1,759,213,95,237,13,0,613,0
347522,3163,1577,1,759,0,0,0,0,4662,613,20
806936,3164,1097,1,759,3163,1577,4662,20,4663,613,27
1266350,3165,1578,1,759,3164,1097,4663,27,4664,613,27
1725764,2591,651,1,759,3165,1578,4664,27,4665,613,11
2185178,2292,192,1,759,2591,651,4665,11,4384,613,38
400126,475,254,1,759,2292,192,4384,38,3643,613,21
431331,927,586,1,759,475,254,3643,21,4666,613,45
39515,0,0,6,760,3452,1710,5072,58,0,614,0
498929,3166,721,6,760,0,0,0,0,4667,614,27
